Product_Name,Price,Monthly_Purchases,Ratings,Brand
SAMYANG Hot Chicken Cheese Noodles - 140g,119.0,50,3.7,SAMYANG Hot
NESCAFÉ DOLCE GUSTO Doppio Espresso Coffee Capsule 10 Capsules,425.0,50,5.0,NESCAFÉ DOLCE
Miller's Alfredo Sauce Mix for Pasta 20 gm,22.0,50,3.8,Miller's Alfredo
Twix Twin Chocolate - 50 gm,33.4,50,4.3,Twix Twin
"White Chocolate Spread – 900 g | Smooth & Creamy White Chocolate Flavor | Premium Spread for Desserts, Pancakes, Crepes, Baking & Topping",180.0,10,4.2,White Chocolate
BFB's Cajun All Purpose Seasoning 125g,75.0,50,4.4,BFB's Cajun
Mero Strawberry Jam - 800 Gm,58.43,50,4.1,Mero Strawberry
Scrunch - belgian dark chocolate barks with honeycomb 35g,54.5,50,4.0,Scrunch -
"Biscuits (24 Packets - 2 Tins, Fairy Plain 50g)",187.0,50,4.5,Biscuits (24
"ONIC NATURALLY YOURS | Flaxseed Flour 450g | Gluten-Free | Keto & Paleo Friendly | Cold-Milled | High in Fiber | 100% Natural | Perfect for Baking, Smoothies & Cooking",55.0,50,4.2,ONIC NATURALLY
"NAN Optipro Stage 3 (1 - 3 years), 400g",334.2,4,4.6,NAN Optipro
"Lavash Kiri Cheese (2 Packets - 32 Triangles, Classic 208g)",193.0,50,4.3,Lavash Kiri
Stevia Muzn Sugar 200gm - Sweetened Diet Sugar,160.0,50,4.5,Stevia Muzn
"Dobella biscuit flour, 1 kg",42.22,50,4.6,Dobella biscuit
Al doha fenugreek (jar) - 340gm,88.95,50,4.6,Al doha
Giardino ketchup - 5 kg,249.0,50,4.4,Giardino ketchup
ZARY Barley Flour 500 gm,48.0,50,4.4,ZARY Barley
Zamzam Original Water – 5 Liter Aviation Carton | Premium Holy Zamzam Water with Barcode & Original Label | Coated Inside for Safe Storage – By Identity Store,766.0,50,4.0,Zamzam Original
Hero apricot jam mini jar- 28.3 gm,18.02,50,3.2,Hero apricot
Vitrac pina colada syrup 635 ml,90.0,50,3.8,Vitrac pina
Nestogen Stage 2 400g,260.0,50,4.1,Nestogen Stage
Mary Rose Fine Ground Cardamom - 50 gm,89.0,50,4.0,Mary Rose
Manutti Zero Sugar Vanilla Syrup - 1 Liters,250.0,10,4.9,Manutti Zero
Orouba Coffee Plain Coffee – Meduim 200Gm,129.95,10,4.0,Orouba Coffee
Sweetana Free Sugar Milk Chcocolate Bar with Hazelnut 35 g,30.0,50,3.9,Sweetana Free
Al Douha dry lupine - 500 grams,69.95,50,4.5,Al Douha
Bab Elsham Zaatar Mahawaj - 40 gm,33.0,50,4.4,Bab Elsham
JAFCo Roasted Peanut Pastry 1 kg,143.0,50,3.9,JAFCo Roasted
Haj Arafa Dry Wheat - 500 gm,31.65,50,4.0,Haj Arafa
No Cal 500 Gram width 2 Packs in 250 Gram,249.0,50,4.6,No Cal
Maamoul Stuffed With Majdool Covered With Strawberry Flavored Chocolate Box-12 Pieces,78.0,50,3.8,Maamoul Stuffed
"Juhayna pure cocktail juice, 1 liter",55.95,50,4.7,Juhayna pure
"جبنه روDES (3 قطع, طبيعي 250جم)",180.0,50,4.2,جبنه روDES
"Ilou Premium Garlic Sauce, 400g",49.0,50,4.0,Ilou Premium
"NAN Optipro Stage 1 (0 - 6 months), 400g",350.0,50,4.6,NAN Optipro
-Dubai filling Kunafa & Pistachio 450-500 GM,220.0,50,4.4,-Dubai filling
Starbucks By Nespresso-Blonde Espresso Roast -10 Capsules,460.0,50,4.4,Starbucks By
"Steviana Natural Sweetener From Stevia Leaves, Zero Calorie - 250g (100 Satches x 2.5g)+free Gift Mug",475.0,50,4.5,Steviana Natural
Mero ketchup jerry can - 5 kg,205.0,50,4.1,Mero ketchup
Cadbury Dairy Milk Minis Flake Chocolate Bars - 12Pcs (145g),200.0,10,0.0,Cadbury Dairy
"Pringles Paprika Chips, 165 gm",134.95,50,3.6,Pringles Paprika
Al Doha Rosemary powder - 35 grams,51.0,50,4.5,Al Doha
"Magical Marshzone Marshmallows, 65g",22.95,50,3.8,Magical Marshzone
Ahmad Tea Mint Loose Green Tea - 250 grams,162.0,50,4.3,Ahmad Tea
Burger Texas Sauce- 340 ML,62.0,50,4.7,Burger Texas
Cocoa Blended Cocoa Powder 60 g,22.8,10,5.0,Cocoa Blended
Hero baby Pouch Apple & Banana 100 gm,65.0,50,4.4,Hero baby
Caffe Borbone Espresso Intensity 9/10 Nespresso Compatible 10 Coffee Capsules,230.0,50,4.2,Caffe Borbone
Al Doha Thyme - 15 grams,17.95,50,4.7,Al Doha
Shnider Apple Malt Drink 1 Liter,21.95,50,3.8,Shnider Apple
El-matbakh vermicelli pasta - 1 kg,36.6,50,4.5,El-matbakh vermicelli
Abu Auf Hibiscus 200 gm,70.0,50,4.4,Abu Auf
Roasted White Pumpkin Pulp 400g,174.99,50,4.5,Roasted White
"Illy Espresso Medium Roasted Ground Coffee, 250g",755.0,50,4.4,Illy Espresso
"New Nocal Aspartame Free Sweetener – 300 Tablets – Safe Low Calorie Sugar Substitute, 1 Tablet Equivalent to 2 Teaspoons of Sugar.",120.0,50,4.3,New Nocal
Haj Arafa Special Light Coffee 200 Grams,179.35,50,3.7,Haj Arafa
"Ilou Good France Buttermilk Ranch Dressing, 400g",80.5,50,4.5,Ilou Good
Imtenan medical herbal honey - 450 gm,140.95,50,4.6,Imtenan medical
Sting Gold 400 ML PET,15.5,10,4.0,Sting Gold
Advanced Sports Nutrition | Bob’s Bake | Protein Pancake and Waffle Mix | Just Add Water | Sugar Free | Gluten Free | Cinnamon Roll Flavor |12gm Protein | 154 Kcal | 2gm Fat,50.0,50,3.7,Advanced Sports
Lamar Red Grapes - 200 ml,12.45,50,3.6,Lamar Red
"Magical Flavors Burger Gummy Candy, 80g",24.95,50,4.0,Magical Flavors
Lavazza QUALITÀ ORO ground coffee 250g,489.0,50,4.0,Lavazza QUALITÀ
Lino quick cooking rolled oats - 500 gm (beige),91.0,50,4.4,Lino quick
Marvel 95% Cocoa Dark Chocolate Bar 90 g,70.0,50,4.2,Marvel 95%
"Ponky Fingers Potato Snack, Basil Flavor, 60g",15.0,50,4.0,Ponky Fingers
Sukkari Dates (1kg wet),249.0,50,4.2,Sukkari Dates
Al Abd Orange Biscuits 18 Pieces,55.0,50,4.2,Al Abd
Rose Solid Tuna 200g,75.0,50,4.5,Rose Solid
Halo Sweet Chili Green Pea Chips 50 g,18.0,5,3.9,Halo Sweet
Al-Durra International Tomato Paste Sauce 800g,110.0,50,4.4,Al-Durra International
Hero Baby Yoghurt Pear Jar,46.0,50,4.6,Hero Baby
Rivière d'Or Organic Extra Virgin Olive Oil 1 L,880.0,50,3.2,Rivière d'Or
BFB's Crushed Chili Flakes 70g,65.0,50,4.6,BFB's Crushed
Isis squeeze pure honey 450 gm,151.17,50,4.6,Isis squeeze
Americana Red Kidney Peas - 400 Gm,37.0,50,4.3,Americana Red
Clorets Original Mint Chewing Gum - 12 Pcs Pack of 12,180.0,50,0.0,Clorets Original
Rehana ginger powder - 20 gm,14.0,50,4.5,Rehana ginger
Abu Auf Garlic Powder 35 Gram,17.95,50,4.4,Abu Auf
"Batook Natural Mastic Gum, 10 Pcs, Blue Package",46.94,10,3.7,Batook Natural
Norica Organic Fennel Seeds 60g,18.8,50,4.8,Norica Organic
Bonjorno Mazago Mix 15g - 12 Sachets,66.0,50,4.2,Bonjorno Mazago
Rehana vinegar 500 ml,13.0,50,4.2,Rehana vinegar
"Magic Moments Caramel Cinnamon Syrup Sauce, 180g",41.25,50,4.3,Magic Moments
iSiS Natural parsely and celery Herbal Tea – 12 Envelopes,18.75,50,4.4,iSiS Natural
"Nestle Gold Corn Flakes Breakfast Cereal Pack, 375G, White",119.0,50,4.4,Nestle Gold
"ILOU Good France Sweet Chili Sauce, 200g",30.0,50,4.4,ILOU Good
Osterberg Passion 1L,422.0,100,4.6,Osterberg Passion
Powder - Cocoa - Pure Raw - Premium Pack - 80 gm by Corona,99.0,50,3.7,Powder -
Just Fruits - Fruits Puree Nature Inside Apple & Strawberry 110gm,32.95,50,4.2,Just Fruits
Croocky Tomato Flavor Croquettes Family Pack,10.83,5,2.4,Croocky Tomato
"Teyab Brown Sugar, 500 grams",92.0,50,4.1,Teyab Brown
"Magical Marshmallows Drops, Strawberry Flavor, 20g",9.25,10,4.2,Magical Marshmallows
Premier Green Coffee With Mocha Flavour Helps Suppress Appetite & Increase Burnning For Weight Loss 75 G,220.0,50,3.9,Premier Green
Haj Arafa 7 Spices - 65 gm,30.0,50,4.4,Haj Arafa
Stevia Sugar Sachets - Sweetened Diet Sugar - Available in Different Sizes (Offer 2 Pack 96 Bags),170.0,50,4.3,Stevia Sugar
"Covim Espresso ORO, Arabica 50%, 250GR Ground",249.0,50,3.9,Covim Espresso
El Abd foliaa Bar Box set of 10,100.0,50,4.3,El Abd
"ILOU Good France Ranch Sauce, 400ml",70.97,50,4.2,ILOU Good
Knorr Tomato Paste Jar pack may vary,55.0,50,4.4,Knorr Tomato
Shana Teyab Pumpkin Seed Pulp - 100g,182.0,10,4.0,Shana Teyab
Imtenan Peppermint 20 g,21.25,50,4.1,Imtenan Peppermint
Abu Auf Seven Spices 35 Gram,17.95,50,4.1,Abu Auf
Balance Plain Rice Cake 24 Pieces 132 Gm,85.0,50,4.5,Balance Plain
Moussy Ice Berries Flavour Non-Alcoholic Malt Drink 275 Ml,18.55,10,5.0,Moussy Ice
Royal marjoram 12 tea bags,14.95,50,4.4,Royal marjoram
Saula Eclair Candy 200-Pieces,188.0,10,5.0,Saula Eclair
Abu Auf Raw Almond 275 Gram,294.0,50,4.4,Abu Auf
"Lavazza Beans Coffee Blend, Tierra Selection 100% Arabica, Dark Roast, 1 Kg Pack",1675.0,50,4.5,Lavazza Beans
NESCAFÉ DOLCE GUSTO Nesquik By 16 Capsules,415.0,50,4.2,NESCAFÉ DOLCE
Al Gahez Instant Noodles Spicy Alexandrian Sausage Flavor - 71 g Sachet,9.0,5,2.8,Al Gahez
"Dreem Molten Cake, 400 Gm",93.95,50,4.6,Dreem Molten
"Imtenan Black Seed Honey, 1kg",350.1,50,4.3,Imtenan Black
5Minutes Extra Hot Crispy Chicken sachet - 200 gm,25.25,50,3.8,5Minutes Extra
"Bragg Organic Apple Cider Vinegar with the mother - Organic apple cider vinegar with vinegar nut, raw and unfiltered, 473 ml",813.98,50,4.6,Bragg Organic
"Lamar orange juice, 1 liter",53.94,50,4.0,Lamar orange
"Fox Tomato, 58-68 gm",10.0,10,4.0,"Fox Tomato,"
Elsalhya Garden Grape Leaves 950ml,45.0,50,3.4,Elsalhya Garden
Imtenan Hibiscus tea 16 filters,39.8,50,4.2,Imtenan Hibiscus
Hero baby Pouch Mediterranean Fruits 100 gm,62.0,50,4.6,Hero baby
S.Weeta.L Diet Sugar Offer 2 Jars x 250 g,250.0,50,4.8,S.Weeta.L Diet
Imtenan Wheat germ 250g,39.0,50,4.1,Imtenan Wheat
"Imtenan brown sugar, 100 sheets",98.5,50,4.6,Imtenan brown
Katakito Extra Chocolate Cream,300.0,10,4.2,Katakito Extra
"Kayy Protein Bites, Sour Cream & Onion, 60g",17.39,50,4.1,Kayy Protein
ZARY Natural Black Raisins 500 gm,120.0,50,4.4,ZARY Natural
"Scrunch belgian chocolate with peppermint / healthy gluten free & low calorie dairy free dark chocolate with peppermint, vegan sweet treats & snacks (35g)",54.5,50,4.1,Scrunch belgian
Trident Cinnamon Sugar Free Gum,62.36,50,4.0,Trident Cinnamon
"Ranch Sauce Lavida,350 gm",62.0,5,3.6,Ranch Sauce
"Shots Coffee Special Blend Turkish Coffee, With Cardmom, Light Roast, Premium Selection, 200g",145.0,50,3.6,Shots Coffee
caffe borbone 100% arabica Nespresso compatible Aluminium,230.0,50,4.3,caffe borbone
"Juhayna Classic Blend Mixed Berries Juice, 235 ml",9.95,10,4.0,Juhayna Classic
Fitness Original Breakfast Cereal 375g,179.95,50,4.6,Fitness Original
Sama! raw milk chocolate for cooking 200g,59.0,10,0.0,Sama! raw
Organic Nation | Arabic Gum | Pure Powder | Acacia Fiber | Detoxifier | Treatment | Colon Cleanser | Regulates Cholesterol | Sense of Fullness | 25 Calories | 225g.,189.86,50,3.9,Organic Nation
Naturesta Mustard Yellow 1kg – clean label diet sauce – smooth and zesty flavor – gluten-free & vegan,340.01,10,5.0,Naturesta Mustard
Abu Auf Onion Powder 35 Gram,16.0,50,4.3,Abu Auf
Bimbo Oat Stevia Classic Biscuits Without Sugar Set Of 10 Packs,125.0,50,4.3,Bimbo Oat
iSiS Natural parsely and celery Herbal Tea – 50 Envelopes,90.97,50,4.4,iSiS Natural
"Abu Auf White Quinoa, 400 gm",115.5,50,4.5,Abu Auf
ISIS Regime Tea with Cinnamon 50 Bags,49.0,50,4.0,ISIS Regime
Bab ElSham Parsely-15 gm,19.0,10,4.3,Bab ElSham
Uni Smart Shera Honey - Mixture Honey 3kg,225.0,50,4.0,Uni Smart
Lametna orzo pasta pouch 400 grams-s,11.95,200,4.3,Lametna orzo
5 Minutes Whipped Cream vanilla Sachet - 45gm,21.6,50,3.9,5 Minutes
"Miro Milk Powder Set Of 20 Packs Full Cream, 15 gm",154.0,50,4.3,Miro Milk
"Manutti Salted Caramel Syrup, Zero Sugar, Gourmet Flavoured, 1 Litre",250.0,50,5.0,Manutti Salted
"Mero Dates Syrup ""Dibs"" - 460g",58.5,50,3.8,Mero Dates
Cadbury Dairy Milk Bubbly Chocolate Bar (87g)pack of 12,996.0,50,3.8,Cadbury Dairy
Cheerios Honey Cereal 375g,154.95,50,4.0,Cheerios Honey
Samyang Hot original Chicken Flavor buldak Sauces | popular Spicy Black sauces | Halal korean Hot Sauces | fire challenge | 1 Piece (200g),300.0,50,4.6,Samyang Hot
5 Minutes Chocolate ice cream - 75gm,23.0,10,3.6,5 Minutes
Elsalhya Garden Harissa Shata 370 gm,28.0,10,3.4,Elsalhya Garden
"Hum Mum Banana, Sweet Potato & Carrot 100g",40.0,50,4.2,Hum Mum
"Coffee Break Cappuccino Mocha - 8 Sachat, 18 gm",65.63,10,4.1,Coffee Break
Tuc Original Salt Biscuit (30.5g) 6+2 Pack of 12,84.0,50,5.0,Tuc Original
"Dreem Vanilla Ice Cream, 80 Gm",23.75,50,4.4,Dreem Vanilla
Abu Auf Pretzel Sea salt Flavor 40 gm,10.95,50,4.0,Abu Auf
Wadi Food Black Olives - Paste - Plain 300gm Jar,31.25,10,4.0,Wadi Food
Skittles Dessert Fruity Flavoured Confections Candy 38 g,26.0,50,4.2,Skittles Dessert
Al-Yemeni plain coffe500g,346.0,50,4.4,Al-Yemeni plain
fiber B fiber oat bran high fiber and protein 400g,110.0,50,4.3,fiber B
Premium Coconut Oil 250ml,112.0,50,3.5,Premium Coconut
Ahmad Tea Lemon & Ginger Herbal Tea 20 Tea Bags,99.9,50,4.2,Ahmad Tea
Coffee With Creamer And Sugar - 12 Pieces,61.7,50,4.0,Coffee With
Wadi Food Black Olives - Paste - Thyme 300gm Jar,31.25,50,3.4,Wadi Food
"Aslan juice Cocktail Juice, 200 ml - set of 27",229.5,50,5.0,Aslan juice
El Mizan Halawa Spread 300 gm,63.0,50,4.0,El Mizan
Al Fares Plain Jumbo Halva Bar - 70 g,10.97,10,3.7,Al Fares
Al Doha Thyme Jar - 60 grams,90.0,50,4.4,Al Doha
Hero ngx raspberry jam 12/350 gm,97.0,50,4.3,Hero ngx
Imtenan Oregano 20g,41.04,10,0.0,Imtenan Oregano
"Cornexi Classic Corn Flakes Cereal, 250g",39.33,50,3.6,Cornexi Classic
Rehana crushed beans - 500 gm,49.0,50,4.3,Rehana crushed
Scrunch Granola Mixed nuts Bar,26.45,50,3.8,Scrunch Granola
Eco healthy - Soft Unrefined Non-iodized Rock Salt - Offer 2 Pack - 1 Kg,50.0,10,4.2,Eco healthy
"Amman Sobya Drink , 750 Gm",117.9,50,4.4,Amman Sobya
Saula Caramel Eclairs Bonbon- 100 Pieces,102.0,50,4.3,Saula Caramel
Hero baby 8 Cereal & Vegetable with Milk 150gm,109.35,50,4.7,Hero baby
"Pistachio Premium Spread – 200 g|Rich & Creamy Pistachio Butter for Toasts, Desserts & Smoothies| No Hydrogenated Oils or Palm Oil",166.0,50,4.2,Pistachio Premium
"Magical Dody Gummy Worms Candy, 90g",26.44,50,3.9,Magical Dody
Syrian Thyme Palestinian Mix - 400 gm,101.72,50,4.2,Syrian Thyme
برطمان بيكين بودر مسحوق الخبز كوكس عبوة وزن 500 جرارام,127.0,50,4.6,برطمان بيكين
Every Moments Pharaonic Hazelnut Dark Chocolate 72 x 75 g,55.01,10,3.0,Every Moments
"TORA BIKA Cappucino Instant Coffee, 20*25g - 2725307225694",280.0,50,4.2,TORA BIKA
Bab elsham seafood spices - 30gm,44.05,50,4.4,Bab elsham
All Day Hot Chocolate Powder Drink Hot Chocolate 22g 12 Sachets,118.0,50,4.8,All Day
"Magical Marshzone Marshmallows, Pink & White, 150g",49.5,50,4.2,Magical Marshzone
Lavazza Coffee Qualita Oro - 250g,450.0,50,4.4,Lavazza Coffee
Moussy Berries Flavour Non-Alcoholic Malt Drink 275 Ml,18.55,10,3.5,Moussy Berries
Lebanese Roastery Paprika 100 Grams,52.5,10,4.0,Lebanese Roastery
Al Doha Smoked paprika 20 gm,24.35,50,4.2,Al Doha
Angel Instant Dry Yeast - 450 gm,135.0,50,4.4,Angel Instant
CHOCOLATE DRINK (COOKS) JAR CONTAINS 400 GM,126.0,50,4.5,CHOCOLATE DRINK
"Hum Mum Strawberry, Apple & Banana 100g",40.0,50,4.5,Hum Mum
Ahmad Tea Detox Herbal Tea 20 Tea Bags,106.0,50,4.4,Ahmad Tea
Chefy Mix Seafood Marinade 40gm,12.25,50,4.4,Chefy Mix
"Flax Seeds High Purity – 450g | 100% Natural & Additive Free | Rich in Omega 3 & Fiber | Ideal for Keto, Vegetarians, and Balanced Health Systems |",59.0,50,4.8,Flax Seeds
Eco healthy - Soft Unrefined Iodized Rock Salt - 1200 gr,30.0,10,4.2,Eco healthy
Abu Auf Protein Bar Cookies & Cream 50 gm,50.0,50,4.5,Abu Auf
"Magical Frotino Gummy Fruit Candy, 90 g",26.44,50,3.7,Magical Frotino
Al-Yemeni plain coffee 200g dark,319.47,50,4.1,Al-Yemeni plain
Albani Dairy Cream 155 g,51.75,50,4.4,Albani Dairy
balance shots sweet heat,20.0,50,3.0,balance shots
Shana Anther Psyllium Husk (125g),323.0,50,4.2,Shana Anther
LIPTON EXS BLK CLASC EARLGREY,90.45,50,4.3,LIPTON EXS
"Sonbolat Elforat White Rice Flour, 1kg",64.0,50,3.9,Sonbolat Elforat
Rehana paprika powder 20 gm,13.1,50,4.4,Rehana paprika
Costa Coffee Capsules Signature Blend,250.0,50,3.6,Costa Coffee
Imtenan Barley Bran- 250 Gm,60.0,50,4.4,Imtenan Barley
Bordon Corned Beef 340 g,199.0,10,4.2,Bordon Corned
Haj Arafa Tahbeisha Beans Spices 35 g,10.0,10,3.7,Haj Arafa
Puretella Chocolate Spread Jar 800g,109.99,50,3.2,Puretella Chocolate
Movenpick Crema Gusto Italiano Lungo- 10 Capsules,420.0,10,4.2,Movenpick Crema
"Halla sunflower oil, 0.5l",49.75,50,4.5,Halla sunflower
Mero fig jam - 800 gm,58.43,5,4.1,Mero fig
"Lavazza Caffe Espresso Ground, Pack of 250g",555.0,100,4.1,Lavazza Caffe
El Abd Mix cookies - box 18 pieces,70.25,50,4.3,El Abd
Al Doha black pepper smooth - 20 grams,27.0,50,4.5,Al Doha
Shaheen cafe GREEN COFFEE - Coffee,161.59,50,4.5,Shaheen cafe
Teyab Frankincense Gum - 100g,150.0,50,4.0,Teyab Frankincense
Lambada Biscuits Filled Natural Chocolate - X5 set of 6,36.75,10,4.2,Lambada Biscuits
SEKEM Health Baby Calm Drink 15 Sachets,23.0,50,4.1,SEKEM Health
"spuds craft cooked Prime Ribs, 40-50 gm",13.0,10,4.1,spuds craft
Abu Auf Fish Spices 75 GM,39.2,10,4.5,Abu Auf
GOOD SEOUL KOREAN RICECAKE TOPOKKI CARBONARA (113G),182.0,50,3.5,GOOD SEOUL
Katakito Vegan Dark Set Of 12,276.32,50,4.6,Katakito Vegan
Khair Al Attarin Mega Dark Organic Raw Cocoa 250 g,379.0,10,4.0,Khair Al
Almarai Milk PET Half Cream Milk 4 x 1 Liter,198.0,50,4.0,Almarai Milk
Juhayna Pure Orange Juice -235 ml,15.75,50,4.4,Juhayna Pure
Caramel Premium Sauce – 750 gm | Smooth & Creamy Dessert Sauce| Rich Caramel Flavor,155.0,50,4.6,Caramel Premium
Imtenan Organic Coconut Sugar Appreciation 13.5 oz,175.0,10,4.1,Imtenan Organic
Shnider Peach Malt Drink 1 Liter,21.95,50,3.6,Shnider Peach
Oscar natural nuts - golden raisin 200 gm,95.08,50,4.2,Oscar natural
"Sonbolat Elforat Premium Oat Flour, 500g",74.1,50,4.1,Sonbolat Elforat
KARAK TEA WITH SAFFRON (ZAFRAN) (SAFFRON),204.0,50,4.1,KARAK TEA
Al Doha Oat Flakes - 500 Grams,82.0,50,4.5,Al Doha
"Dumti Cheese (3 Pieces, Feta 250g)",137.0,50,4.2,Dumti Cheese
Negmet El Zeitoun - Apple Vinegar 300 Ml,27.0,50,3.7,Negmet El
Clove (50 Gm),70.0,10,4.2,Clove (50
LAKANTO Natural Sweetener Monkfruit -100 sticks,240.0,50,3.4,LAKANTO Natural
Premium Thailand Pineapple 850g – أناناس تايلاندي فاخر طبيعي المذاق – شرائح أناناس في شراب خفيف – مثالي للحلويات والعصائر والسلطات,175.0,50,3.9,Premium Thailand
ZARY Wafery Bay Leaves 25 gm,28.0,50,4.2,ZARY Wafery
Juhayna Mix Cherry Flavor Juice 1 Liter,34.95,50,4.0,Juhayna Mix
San Benedetto - Natural Mineral Water - Carbonated - 500 ml,41.51,5,5.0,San Benedetto
Dobella bassmati golden rice - 2 kg,235.0,50,4.4,Dobella bassmati
Rehana corn oil - 2.35 liters,257.6,50,4.3,Rehana corn
Caffe Borbone CREMA SUPERIORE whole bean / 1000 g,1150.1,50,4.4,Caffe Borbone
"Lavazza Caffè Espresso Ground Coffee, Medium Roast, 250 G",490.0,50,4.4,Lavazza Caffè
Halo Sea Salt Green Pea Chips 50 g,18.0,10,3.2,Halo Sea
NESCAFE Gold Espresso Coffee (45g),262.0,10,4.4,NESCAFE Gold
Ulker Finger Biscuits 6 Packets x 80 g,85.0,10,4.7,Ulker Finger
"Arkan Premium Pistachio Halva - Made with 100% Natural Ingredients, Smooth Texture and Rich Pistachio Taste, Perfect for Daily Sweetening or Serving on Special Occasions - 300 gm",101.72,50,3.8,Arkan Premium
Heinz premium dark soy sauce - 150 ml,101.11,50,4.4,Heinz premium
El Bawadi Halawa Spread Caramel - 300 gm,65.0,10,4.6,El Bawadi
Chew Chew Liqourice Jelly Candy Jar 250 g,110.0,10,4.0,Chew Chew
Heinz Chili Sauce 195g,48.5,10,4.6,Heinz Chili
Delicia Masreya shells pasta - 500 grams,25.0,5,4.5,Delicia Masreya
Baladi Jamalese ghee 1 kg,299.0,50,3.1,Baladi Jamalese
Bab elsham Basil - 15gm,41.1,50,4.8,Bab elsham
"Mentos fruit-flavored candy, one piece, 29 grams - package of 2.5 cm",14.12,5,3.5,Mentos fruit-flavored
Americana Fava Beans With Tomato Sauce - 400 Gm,28.0,50,4.2,Americana Fava
"K0PIK0 Coffee Cappuccino Flavoured Candy, 560g",214.0,50,4.7,K0PIK0 Coffee
Rich Stevia Sugar 250 g,166.75,50,4.4,Rich Stevia
Mero Tomato Paste Can - 760 Gm,75.25,50,4.2,Mero Tomato
ZARY Chili flakes 70 gm,64.0,50,4.0,ZARY Chili
"White Chocolate Premium Sauce – 480g | Smooth & Creamy Dessert Sauce | Rich White Cocoa Flavor | No Palm Oil | Perfect for Coffee, Ice Cream & Pastries",112.0,50,4.3,White Chocolate
Halo Honey Mustard Beetroot Chips 50 g,18.0,50,3.8,Halo Honey
Organic Nation | Moringa Powder | Naturally Dried Moringa Leaves | Gluten-Free | NON-GMO | Weight Loss | Treat Wrinkles | Immune System Stimulator | Quick Detox Drink | Balance Blood Sugar | 100g,125.0,50,3.7,Organic Nation
Daria Pomegranate Molasses - 350 ml,78.0,50,4.0,Daria Pomegranate
Royal Herbs Regime Tea 25 Filter,25.95,10,4.0,Royal Herbs
"Calnort Chicken Bouillon Powder, 250 g",85.05,50,4.3,Calnort Chicken
Haj Arafa Chili Powder 35 g,9.0,50,4.4,Haj Arafa
Haj Arafa Lemon Salt 115 g,30.0,50,4.5,Haj Arafa
"Alsuhagy bulgur, 500 g",42.04,10,4.3,"Alsuhagy bulgur,"
Cadbury Dairy Milk Hazelnut Chocolate Bar Value Pack (4+1 Free) (150g),140.0,10,5.0,Cadbury Dairy
Bisco Misr Nice Coconut Biscuits 6-Pieces 45 g 12-Pack,71.3,50,3.9,Bisco Misr
Lavazza Crema E Aroma Coffee Beans - 1kg,1399.0,15,4.5,Lavazza Crema
Nescafe Dolce Gusto Chococino - 16 Capsules,425.0,10,4.5,Nescafe Dolce
"Lara Coffee Classico 50% Arabica Coffee Beans, Medium Roast",680.0,50,4.0,Lara Coffee
6 Pieces Hanging Bamboo Wood Honey Honey and Spice Honey Healthy and Safe,27.46,5,3.7,6 Pieces
Oreo vanilla crème filled biscuit - 8 Cookies(70g) pack of 9,135.0,10,3.2,Oreo vanilla
Al Doha Curry Grinder - 70gm,66.0,50,4.8,Al Doha
Mero Tomato Paste Can - 2.8 KG,186.5,50,4.1,Mero Tomato
Norica 100% Natural White Sesame Seeds - 90 gm,37.6,50,5.0,Norica 100%
Salhiya Grecan Garden Ketchup 1kg Hot,56.0,10,3.2,Salhiya Grecan
"PONKY Cucumber Yogurt Snacks, 60g",11.5,10,3.5,PONKY Cucumber
Kamara ByLuck Oat Biscuit 12-Pieces,60.0,10,4.5,Kamara ByLuck
Aala El Gahiz Al instant creamy spicy chicken soup with noodles,18.0,5,3.3,Aala El
"Refillable, Reusable Coffee Capsule Pod for Nespresso Filter Machine (Stainless, 1, set)",350.0,50,3.6,"Refillable, Reusable"
SEKEM Demeter Chamomile – 20 Envelopes,37.12,50,4.5,SEKEM Demeter
Imtenan Turkish Plain light Coffee 100gm,90.0,10,3.6,Imtenan Turkish
Ulker Finger cocoa Biscuits 60g - set of 6,60.0,10,4.4,Ulker Finger
X Roots Dolce Gusto Kit Kat 10 Capsules - Nestle,450.0,10,4.4,X Roots
Al Tawoos Natural vinegar 1- Liter,15.99,10,4.4,Al Tawoos
Harva Green Coffee for Weight Loss Capsules 30 Capsules Ops,590.0,10,5.0,Harva Green
NO CAL Diet Sugar (300 Sachets),320.0,10,4.3,NO CAL
"spuds Craft cooked - Cheese Twist, 40-50 gm",13.0,10,4.2,spuds Craft
Nestlé Resource Junior 400g,396.0,4,4.7,Nestlé Resource
"Milka Whole Hazelnut Milk Chocolate Bar, 100g",114.5,10,3.6,Milka Whole
Hohos Uncoated Chocolate Family Rolled Cake (210 g),35.0,10,5.0,Hohos Uncoated
"Skittles Coated Chewy Lens Wild Berry Candy, 38 gm",26.0,50,4.4,Skittles Coated
Galaxy Smooth Milk Chocolate - 56 gm,48.0,10,4.6,Galaxy Smooth
"Aslan juice Apple, 200 ml - set of 27",229.5,50,3.7,Aslan juice
Almashreq Gardinz Import & Trade Dobella Vanilla Food Liquid 300 ml,135.56,50,4.3,Almashreq Gardinz
Mazag Ultra Hibiscus Herbal Tea 12-Filter Bag,11.4,10,2.8,Mazag Ultra
Ahmad Tea Camomile & Lemongrass 20 Foil,96.0,50,4.3,Ahmad Tea
Shana Milk Thistle - 30g,110.0,50,3.9,Shana Milk
Elvan Ibon Fruity 300 Gm,58.45,50,5.0,Elvan Ibon
